id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
20358899,Bright Studio near park,68916307505,verified,Azia,Brooklyn,Flatbush,40.65258,-73.96343,United States,US,True,moderate,Entire home/apt,2011.0,$408 ,$82 ,3.0,11.0,6/5/2019,1.23,2.0,1.0,165.0,"Check-in is 2:00 pm, and checkout 11:00 am. You may bring bags in before check in time or leave it to pick up later. Let me know to arrange it. After reservation please send me your arrival and departure time for logistics Help yourself coffee or tea anytime NO shoes to the second floor  Keep the volume low before 8am and after 10pm Close the doors gently No shower after  11:30pm No laundry after  before 9am and after 8pm Keep the kitchen in a decent condition after your use Close the shower curtain well, no hair in the tub, no water around the sink on the sink there is a sponge you can use it to dry Turn off the light when you leave the room Trash out from the room  BLUE BOX recycling  Please respect this rules. Full refunded of security deposit in this case   .",
20359451,Good vibes a block from the J,93047175291,unconfirmed,Layla,Brooklyn,Bedford-Stuyvesant,40.69331,-73.93031,United States,US,False,flexible,Private room,2004.0,$306 ,$61 ,1.0,1.0,12/3/2018,0.14,3.0,2.0,0.0,Please respect our home .,
20360003,Spacious Harlem Home,56321235999,verified,Gordon,Manhattan,Harlem,40.80597,-73.95348,United States,US,True,strict,Entire home/apt,2013.0,$694 ,$139 ,3.0,2.0,12/31/2018,0.24,4.0,1.0,16.0,"- - NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!! - No Noise! A printed house rule will be provided. Please be respectful to others when all rooms are booked.  10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
20360556,Adorable Boho Room in Great Location,30905517111,unconfirmed,Eleanor,Brooklyn,Williamsburg,40.71315,-73.94993,United States,US,False,flexible,Private room,2011.0,$257 ,$51 ,3.0,12.0,7/1/2019,1.34,2.0,1.0,0.0,,
20361108,Beautiful cozy apt by Central Park,38736079204,unconfirmed,Abraham,Manhattan,East Harlem,40.79832,-73.94214,United States,US,False,moderate,Shared room,2016.0,$485 ,$97 ,2.0,35.0,5/28/2019,3.23,4.0,9.0,9.0,"- - NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!! - No Noise! A printed house rule will be provided. Please be respectful to others when all rooms are booked.  10 AM Check-out and Check-in is between 12PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
20361660,Clean cozy overnight bed in Manhattan,75311493516,unconfirmed,Abraham,Manhattan,East Harlem,40.79873,-73.94052,United States,US,True,flexible,Shared room,2003.0,$192 ,$38 ,2.0,51.0,6/9/2019,4.71,2.0,9.0,5.0,"We have a no shoes policy in the house, please leave your shoes in the entryway when you enter. We will be sharing the bathroom with you and typically use the bathroom from 7 to 7.30 AM. Please come talk to us so that we can assure no-one is waiting.",
20362213,Overnight place in East Side Manhattan,58298666408,verified,Abraham,Manhattan,East Harlem,40.799,-73.94107,United States,US,True,flexible,Shared room,2005.0,"$1,006 ",$201 ,2.0,23.0,6/30/2019,2.12,2.0,9.0,10.0,NO SMOKING ON PREMISES! NO PARTY! A printed house rule will be provided. Please be respectful to others when both rooms are booked.  Non-registered guest may not stay overnight.  11AM check-out (firm) and check-in time is between 3-9PM. No check-in later than 9PM.,
20362765,Beautiful overnight bed by Central park,5349497594,verified,Abraham,Manhattan,East Harlem,40.79861,-73.94116,United States,US,True,flexible,Shared room,2011.0,"$1,160 ",$232 ,2.0,62.0,6/30/2019,5.81,4.0,9.0,3.0,,
20363317,Home Away from Home: Crystalline dreams,45011936001,unconfirmed,J-,Brooklyn,Bushwick,40.70397,-73.91801,United States,US,True,moderate,Private room,2006.0,"$1,179 ",$236 ,3.0,8.0,2/16/2019,0.76,4.0,4.0,104.0,,
20363869,Upper East Side 2 Room Studio Retreat,76001069822,unconfirmed,Nicholas,Manhattan,Upper East Side,40.76856,-73.95367,United States,US,True,strict,Entire home/apt,2018.0,$82 ,$16 ,10.0,3.0,9/16/2018,0.29,4.0,1.0,17.0,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
20364422,Center of West Village: Unique 1 Bedroom,14682259389,unconfirmed,Lo,Manhattan,West Village,40.73271,-74.00207,United States,US,True,flexible,Entire home/apt,2012.0,$79 ,$16 ,2.0,10.0,7/1/2019,0.92,2.0,1.0,48.0,"Check-in is 2:00 pm, and checkout 11:00 am (the bedrooms please, you leave your bags to pick up later or bring them early). After reservation please send me your arrival and departure time for logistics Help yourself morning coffee or tea with a toast  (website hidden) shoes to the second floor  2.Keep the volume low before 8am and after 10pm 3.Close the doors gently (website hidden) shower after  11pm (website hidden) Laundry after  before 9am and after 8pm 6.Keep the kitchen and  bathroom in decent condition after you 7.Close the shower curtain well (important) (website hidden) water around the sink (under the sink there is a sponge you can use it to dry) 9.Turn off the light when you leave the room 10.Trash out from the room  BLUE BOX recycling  11.Leave the key in the room THANK YOU PS: sorry, I need to be more strict about leaving the bathroom, kitchen neat, and lights. If you leave the lights on and the bathroom is water on the floor or around the sink, the security deposit will ",
20364974,Near LGA and JFK Airport Cozy Basement Room,27696810738,verified,Jimmy,Queens,East Elmhurst,40.76019,-73.88405,United States,US,True,flexible,Private room,2022.0,"$1,072 ",$214 ,1.0,92.0,7/1/2019,8.87,2.0,4.0,344.0,"NO PETS!  NO SMOKING ON PREMISES!  NO PARTY! No ""DRUGS""! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Stockton St.  It Is 2 Streets Away.  It Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
20365526,"Bright, Beautiful + Adorable in S. Williamsburg",81628870828,unconfirmed,Heidi,Brooklyn,Williamsburg,40.70878,-73.96061,United States,US,True,strict,Entire home/apt,2011.0,$589 ,$118 ,1.0,13.0,10/1/2018,1.22,4.0,2.0,0.0,The Golden Rule,
20366079,Living Room sofa Bed in Chelsea,63234218406,verified,Luis,Manhattan,Chelsea,40.74186,-73.99769,United States,US,True,moderate,Shared room,2004.0,"$1,144 ",$229 ,2.0,22.0,6/23/2019,2.19,3.0,4.0,365.0,Please no smokers or pets. ,
20366631,Beautiful Duplex steps from Subway,38877087869,unconfirmed,Joao,Brooklyn,Bushwick,40.68164,-73.9039,United States,US,True,flexible,Entire home/apt,2017.0,$389 ,$78 ,6.0,0.0,,,2.0,3.0,156.0,,
20367183,Sonder | Madison Ave | Modern 1BR + Gym,94899572175,verified,Sonder,Manhattan,Midtown,40.74705,-73.98268,United States,US,False,flexible,Entire home/apt,2007.0,"$1,000 ",$200 ,29.0,0.0,,,2.0,96.0,328.0,I'll guide you with everything upon check-in,
20367736,Relaxing Stay in Brooklyn,79390720219,unconfirmed,Ry,Brooklyn,Crown Heights,40.67268,-73.96108,United States,US,False,flexible,Entire home/apt,2019.0,$838 ,$168 ,1.0,9.0,6/30/2019,0.99,3.0,1.0,364.0,"Please treat our house as you would treat your own (assuming that it is good).  Please clean up after yourself.  Kindly remove your shoes by the door, slippers are welcome (if they have not been treading the outdoors).  If you use the kitchen, please wipe down the stove and counter-tops and clean the dishes in the sink to prevent critters from visiting you at night.  Laundry is available free of charge just next to the kitchen, we have a washer and dryer.  Clean bedding will be provided for you when you check in, and cleaned after you check out.   We will not be responsible for personal accidents or sickness, we would ask you to clean up after yourself.  If you plan a lengthy stay, we can wash your sheets once a week.  If you'd like additional washing, please wash your sheets along with your other laundry.  A key will be provided to you for your bedroom should you want to lock anything up.",
20368288,"Large 1 bed, 1.5 bath on the Upper East Side",88745236558,verified,Danielle,Manhattan,Upper East Side,40.76537,-73.9638,United States,US,True,moderate,Entire home/apt,2003.0,$568 ,$114 ,3.0,2.0,6/16/2019,0.21,5.0,1.0,343.0,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
20368840,Sonder | Madison Ave | Lively 1BR + Gym,23161290505,verified,Sonder,Manhattan,Midtown,40.74658,-73.98298,United States,US,False,strict,Entire home/apt,2015.0,$775 ,$155 ,29.0,0.0,,,4.0,96.0,325.0,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
20369392,Large sunny pvt room 10 mins from Times sq. 63F3,30141909228,unconfirmed,John,Manhattan,Hell's Kitchen,40.75393,-73.99633,United States,US,False,flexible,Private room,2010.0,$357 ,$71 ,1.0,2.0,11/2/2018,0.23,3.0,47.0,361.0,Our home is a smoke-free environment.  We expect everyone to act as responsible adults and respect our home.,
20369945,Brooklyn Flavor,3444787526,verified,Bev,Brooklyn,Bedford-Stuyvesant,40.68529,-73.92936,United States,US,True,flexible,Private room,2007.0,$741 ,$148 ,3.0,22.0,7/3/2019,3.13,4.0,3.0,94.0,"No smoking, please No pets",
20370497,Lovely 1BR in Sutton Place by Sonder,71983028797,verified,Sonder,Manhattan,Midtown,40.75452,-73.96256,United States,US,True,flexible,Entire home/apt,2016.0,$679 ,$136 ,29.0,0.0,,,2.0,96.0,206.0,This is a shared space so guests should be respectful of the space and other persons.,
20371049,Fort Greene Parlor,60594010888,verified,Maeve,Brooklyn,Fort Greene,40.68634,-73.97091,United States,US,False,flexible,Entire home/apt,2004.0,$407 ,$81 ,2.0,4.0,4/18/2019,0.39,3.0,2.0,12.0,Clean up after your mess please.,
20371602,Salt Shack - A Houseboat in the Rockaways!,26322577918,verified,Justin,Queens,Arverne,40.59391,-73.78824,United States,US,True,strict,Entire home/apt,2003.0,"$1,141 ",$228 ,2.0,22.0,7/1/2019,2.04,2.0,1.0,118.0,No Smoking and No Pets,
20372154,Private room in East Harlem,39881982493,verified,Richie,Manhattan,East Harlem,40.79409,-73.94007,United States,US,False,flexible,Private room,2009.0,$990 ,$198 ,2.0,2.0,6/10/2019,0.24,2.0,2.0,67.0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",
20372706,Beautiful 1 Bedroom apartment,81514472355,unconfirmed,Cheryl,Brooklyn,Crown Heights,40.67082,-73.92175,United States,US,False,flexible,Entire home/apt,2017.0,"$1,105 ",$221 ,2.0,64.0,6/26/2019,6.0,3.0,1.0,209.0,I like my guests to enjoy my home as much as I do. So please feel to treat it like your home as long as you are respectful and clean up after yourself. No smoking or pets please.,
20373259,"New York, Jackson heights",46551322242,verified,Freddy,Queens,Jackson Heights,40.75395,-73.87396,United States,US,True,strict,Private room,2008.0,$201 ,$40 ,1.0,5.0,1/2/2019,0.47,2.0,1.0,180.0,,
20373811,A beautiful home for vacation,6388892110,verified,Catherine,Bronx,Throgs Neck,40.83148,-73.82931,United States,US,True,strict,Private room,2004.0,$229 ,$46 ,1.0,23.0,6/21/2019,2.18,4.0,5.0,365.0,"- No Pets! - No Party! - No Smoking! - Keep the Place Clean at All Times! - Do Not Ask the ""Neighbors"" for anything.  Ask Me!-  - No Neighbors Interaction! - No ""Drugs"" Please!!!No Noise!",
20374363,Luxurious 2 Bedroom Midtown East,94671183360,verified,Corporate Housing,Manhattan,Midtown,40.75734,-73.96727,United States,US,True,strict,Entire home/apt,2004.0,$846 ,$169 ,30.0,1.0,5/4/2019,0.45,2.0,91.0,311.0,#NAME?,
20374915,Sunny Third-Floor Fort Greene Apartment,29104127676,verified,Moira,Brooklyn,Fort Greene,40.68912,-73.97514,United States,US,True,flexible,Entire home/apt,2003.0,$932 ,$186 ,2.0,2.0,12/18/2018,0.19,5.0,1.0,0.0,"No smoking, no pets, no parties",
20375468,New York Home,8619760998,unconfirmed,Elena,Manhattan,Washington Heights,40.83341,-73.94154,United States,US,True,flexible,Entire home/apt,2005.0,$453 ,$91 ,3.0,6.0,6/19/2019,0.95,4.0,6.0,46.0,,
20376020,Cozy Room East Williamsburg (15 Min to Manhattan),94227336289,verified,Holden,Brooklyn,Bushwick,40.70767,-73.92307,United States,US,False,moderate,Private room,2012.0,$111 ,$22 ,7.0,28.0,6/25/2019,2.78,2.0,3.0,28.0,• Check-in time is 3PM. Clean up after yourself. No smoking indoors. No parties.,
20376572,"Visit New York,The Local Brooklyn Way  SuperHost",70255726896,unconfirmed,Paul,Queens,Ridgewood,40.70186,-73.90467,United States,US,True,strict,Private room,2005.0,$60 ,$12 ,1.0,48.0,6/22/2019,4.5,3.0,1.0,171.0,"Please, no smoking inside the building or on the porches.  Due to sensitivities, we ask that you not use perfume, cologne, or aerosol products in the house. No parties. No illegal drug use.  We are an eco-friendly family and appreciate your help in recycling (bin in the kitchen) and turning off lights, fans, heating/AC, etc. when not in use.  Please lock all doors of the building behind you.  Common areas will be cleaned daily and your help in keeping them tidy is appreciated. (But please feel free to let us do your dishes!)",
20377125,Underhill Penthouse,15293596806,verified,Zak,Brooklyn,Prospect Heights,40.67313,-73.96536,United States,US,False,strict,Private room,2021.0,"$1,057 ",$211 ,1.0,8.0,7/7/2019,0.75,2.0,1.0,129.0,"Pet Friendly! Smoking outdoors only. In general, we just want you to relax, enjoy yourselves and take advantage of our close proximity to all things Boston. If you follow the simple rule of ""leave things how you found them"" all will be well - common sense stuff.",
20377677,Williamsburg duplex apartment with backyard,41415392592,verified,Onyuka,Brooklyn,Williamsburg,40.71475,-73.94913,United States,US,True,moderate,Private room,2012.0,$904 ,$181 ,1.0,5.0,5/6/2019,0.59,5.0,1.0,55.0,"Respect our neighbors. Do not park in their driveway spots.    Take good care of our space.  No parties, please.  The neighborhood is safe but as a general precaution since we do live in a city, keep all windows and doors locked when you are outside of the house.",
20378229,Morningside Heights Cozy & Clean Modern Apt.,20091049290,verified,Krystalee,Manhattan,Harlem,40.80624,-73.95622,United States,US,True,moderate,Private room,2017.0,$500 ,$100 ,1.0,1.0,8/31/2018,0.1,3.0,1.0,0.0,"Respect yourself, respect others, clean up after yourself, no smoking in house, no partying.  late check in after 9p.m. and before 9 a.m is $50, lock out is $50 thank you ",
20378782,Queens Apartment,84392886434,unconfirmed,Mofizur,Queens,Woodside,40.74822,-73.90591,United States,US,False,flexible,Entire home/apt,2013.0,$259 ,$52 ,1.0,33.0,7/7/2019,3.2,3.0,1.0,95.0,"Please be respectful, this really is our home and sanctuary. Our goal is that for a time, it can be yours as well.",
20379334,A Nice Room For Unique people,49234547556,unconfirmed,Catherine,Bronx,Throgs Neck,40.82952,-73.82818,United States,US,True,strict,Private room,2013.0,$921 ,$184 ,1.0,31.0,6/9/2019,3.01,4.0,5.0,365.0,"Pet Friendly! Smoking outdoors only. In general, we just want you to relax, enjoy yourselves and take advantage of our close proximity to all things Boston.  If you follow the simple rule of ""leave things how you found them"" all will be well - common sense stuff.",
20379886,2 Bedroom with backyard and best location,11750337247,verified,Liat,Brooklyn,Cobble Hill,40.68574,-73.99958,United States,US,True,strict,Entire home/apt,2020.0,$106 ,$21 ,3.0,31.0,6/22/2019,2.98,2.0,1.0,101.0,"NO PETS!  NO SMOKING ON PREMISES! NO PARTY! A printed house rule will be provided. Please be respectful to others when all rooms are booked. 10 AM Check-out and Check-in is between 12 PM (noon) - 3 PM.   Late check in after 8 pm is $50, lock out is $50. Respect yourself, Respect others, clean up after yourself.  No Smoking/drinking in apt.  Thank You! Location Rules: The ""Exact Address Location Is Not Disclosed For Security Reasons"" And Is Given Out 24 Hours Prior to Check-in.  If This Is a Problem for You, Please STOP Here And Contact Other Hosts for Your Stay.   This Is a Part Of My House Rules.",
20380438,Huge outdoor w/ amazing view right from your room,16012487036,verified,Yeon,Manhattan,West Village,40.73213,-74.00865,United States,US,False,strict,Private room,2003.0,$639 ,$128 ,3.0,35.0,6/7/2019,3.3,2.0,1.0,112.0,,
20380991,"Dream private loft in Williamsburg, Brooklyn",7890725904,unconfirmed,Lucy,Brooklyn,Williamsburg,40.71493,-73.96089,United States,US,True,flexible,Private room,2018.0,$876 ,$175 ,2.0,2.0,9/25/2018,0.19,4.0,1.0,0.0,"不抽烟,不带宠物,不能带其他人入屋",
20381543,private room in a shared apartment,27113703924,unconfirmed,Öykü,Manhattan,Harlem,40.80913,-73.94614,United States,US,False,moderate,Private room,2013.0,$268 ,$54 ,14.0,5.0,1/25/2019,0.47,5.0,1.0,0.0,"Our family will be present in the same house, though we expect you to have fun please be respectful of our family and house. We prefer non-smokers, but if you should smoke please refrain from smoking on the property. No pets allowed.",
20382095,Coziest room off the j,34067158534,unconfirmed,Tyrany,Brooklyn,Bedford-Stuyvesant,40.6898,-73.92588,United States,US,True,moderate,Private room,2011.0,$471 ,$94 ,1.0,27.0,1/26/2019,2.52,4.0,2.0,0.0,"This is a non-smoking residence.  There is light housekeeping (biweekly washing of linens, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival.",
20382648,Private Room in Renovated Bushwick Apt w/ Wash/Dry,1454440112,unconfirmed,Luigi,Brooklyn,Bushwick,40.70117,-73.91481,United States,US,True,moderate,Private room,2018.0,"$1,139 ",$228 ,3.0,9.0,6/19/2019,0.87,4.0,1.0,10.0,,
20383200,Bright 1BR in Sutton Place by Sonder,72235878844,verified,Sonder,Manhattan,Midtown,40.75498,-73.96426,United States,US,True,strict,Entire home/apt,2010.0,"$1,154 ",$231 ,29.0,0.0,,,4.0,96.0,203.0,,
20383752,Bright Williamsburg room with huge private terrace,29626370251,unconfirmed,Ben,Brooklyn,Williamsburg,40.71247,-73.94548,United States,US,False,flexible,Private room,2003.0,$986 ,$197 ,1.0,2.0,9/5/2018,0.18,5.0,1.0,0.0,#NAME?,
20384305,Modern 1BR in Sutton Place by Sonder,73506066726,unconfirmed,Sonder,Manhattan,Midtown,40.75497,-73.96289,United States,US,True,flexible,Entire home/apt,2014.0,$384 ,$77 ,29.0,0.0,,,3.0,96.0,243.0,"This is a non-smoking residence.  There is light housekeeping (biweekly washing of linens, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival.",
20384857,Charming 3bed/2ba Downtown/LES,55829170118,unconfirmed,Anastasia,Manhattan,Lower East Side,40.71815,-73.98213,United States,US,True,moderate,Private room,2006.0,$832 ,$166 ,3.0,6.0,3/31/2019,0.87,5.0,1.0,67.0,"- We have a lovable and very social black lab puppy (8 months old). She is still learning her manners, so she may be overly friendly (jumping up, following you around, etc.). She is generally well behaved and crated during the weekdays, as well as sleeping hours.  - There are two porches for your enjoyment. The back porch has a space for relaxing and a propane fueled grill.",
20385409,Sonder | 180 Water | Pristine Studio + Rooftop,92986618130,unconfirmed,Sonder,Manhattan,Financial District,40.70788,-74.00459,United States,US,False,strict,Entire home/apt,2009.0,$448 ,$90 ,29.0,0.0,,,3.0,96.0,267.0,I trust that you will be respectful to my home.  Please do not rearrange furniture.  ABSOLUTELY NO SMOKING INSIDE.   NO HOUSE PARTIES! You will be escorted off the property and asked to leave WITHOUT REFUND!  Take your shoes off and ENJOY BOSTON!   (suggestion: Recommend you go grocery shopping before you check in because the small nearby grocery store has a limited selection. The big grocery store is a 10 minute drive.),
20385961,Private 1BR with Private Bathroom feet from subway,80710465900,verified,Tunde,Manhattan,Harlem,40.83005,-73.93992,United States,US,False,moderate,Entire home/apt,2016.0,$668 ,$134 ,1.0,29.0,6/30/2019,3.02,4.0,1.0,103.0,"House Rules for Guests: Since the house is old (1898) the guest rooms have no locks on the doors. The bathrooms have locks on the doors.  Guests are expected to knock on closed doors and to leave the bath doors open when exiting. All rooms have air conditioners, fans and heaters - but we do ask guests to keep them off when not in the room. No food is allowed in the guest rooms.  Food is to be consumed in the kitchen, dining room - or outside porch as weather permits. A guest refrigerator and microwave are available for use in the basement. Please hang towels up in your room - please do not leave wet towels on the furniture. No pets allowed. Outdoor smoking only.",
20386514,Huge Room for Nightly Stays Downtown or Monthly,44994616102,verified,Abbey,Manhattan,Tribeca,40.7181,-74.00999,United States,US,True,flexible,Private room,2003.0,"$1,021 ",$204 ,5.0,3.0,5/21/2019,0.3,3.0,1.0,95.0,No pets No alcohol,
20387066,Creative Bushwick - Cozy Private Room,70513199275,verified,Dr. Jihene,Brooklyn,Bushwick,40.6888,-73.92015,United States,US,False,flexible,Private room,2013.0,"$1,125 ",$225 ,1.0,18.0,6/23/2019,3.6,3.0,1.0,93.0,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
20387618,Sonder | 116 John | Cozy 2BR+ Gym,1165490779,unconfirmed,Sonder,Manhattan,Financial District,40.70797,-74.0055,United States,US,False,moderate,Entire home/apt,2008.0,$203 ,$41 ,29.0,1.0,3/16/2019,0.26,2.0,96.0,311.0,,
20388171,Pet-friendly 1bd in the Heart of East Village,80095623911,unconfirmed,Joe,Manhattan,East Village,40.72772,-73.98046,United States,US,False,flexible,Entire home/apt,2007.0,$120 ,$24 ,3.0,25.0,6/9/2019,2.4,4.0,1.0,1.0,"Respect yourself, Respect others. Clean up after yourself , no smoking in the house, no partying.  Late check in after 9 pm and before 9 am is $50, lock out is $50 thank you ",
20388723,art-filled spacious room in artist's cozy home.,43234503261,verified,Dio,Brooklyn,Bushwick,40.69355,-73.92684,United States,US,True,flexible,Private room,2005.0,$929 ,$186 ,2.0,39.0,6/25/2019,3.75,4.0,2.0,158.0,The house is kept very clean host does all cleaning making of beds and daily cleaning of home. Absolutely no additional company with out first checking in,
20389275,Private Bedroom in MANHATTAN (Free Wifi),52617110324,verified,Sarah,Manhattan,Harlem,40.8228,-73.94442,United States,US,False,moderate,Private room,2013.0,$390 ,$78 ,5.0,2.0,5/23/2019,0.32,4.0,1.0,66.0,"Respect yourself, respect other, clean up after yourself. Late check in after 9 p.m. and before 9 A.m. is $50, lock out is $50. No smoking, drinking in the house . Thank you ",
20389828,"Cute, Cozy Private One-Bed in Crown Heights",2495344768,unconfirmed,Aaron,Brooklyn,Crown Heights,40.67182,-73.94446,United States,US,False,strict,Entire home/apt,2011.0,$504 ,$101 ,3.0,5.0,5/20/2019,0.52,4.0,1.0,0.0,,
20390380,Sunny Room in modern building in Bushwick,71889739752,verified,Raisa,Brooklyn,Bushwick,40.69961,-73.93138,United States,US,True,moderate,Private room,2009.0,$895 ,$179 ,3.0,4.0,9/21/2018,0.39,5.0,2.0,0.0,"- no loud music or electronics after 10 pm - must wash all used dishes, clear perishable food, and tie up garbage bags (in preparation for disposal) before checking out",
20390932,Private Room in great location Bushwick!,78081481037,unconfirmed,Raisa,Brooklyn,Bushwick,40.69994,-73.93299,United States,US,True,moderate,Private room,2016.0,$705 ,$141 ,2.0,0.0,,,4.0,2.0,0.0,No company  Be respectful Animals must be locked up Smoke friendly,
20391484,The Buchanan’s,36986761998,unconfirmed,Violet,Queens,St. Albans,40.70046,-73.74834,United States,US,False,flexible,Entire home/apt,2008.0,$329 ,$66 ,2.0,17.0,7/1/2019,1.69,4.0,1.0,352.0,"We don't wear shoes in the home. Guests should be respectful with noise levels when coming, going, watching TV or listening to music. We have neighbors in the building and don't want to disturb anyone. Guests should pick up after themselves, especially in kitchen & bathroom. Guests staying a week or longer may be expected to help with basic chores (taking out trash, etc). Please keep your bath towel & clothing in your bedroom after use & clean hair from the shower drain. If you forget toiletries, please ask before you use ours, and we will do our best to help. You are welcome to use our washer & dryer. Please let use show you how to use them before you do your first load of laundry. Please do not use air conditioners or space heaters in the room without permission. We provide a fan & extra blankets when needed. Please do not light candles or incense, or spray artificial air fresheners in our home. We have natural sprays and diffusers that you may use. Please close & lock windows when n",
20392037,2 bedroom apartment in Astoria,15830647877,verified,Maiko,Queens,Astoria,40.76942,-73.92772,United States,US,True,strict,Entire home/apt,2009.0,$665 ,$133 ,2.0,3.0,1/4/2019,0.47,4.0,2.0,0.0,"Enjoy yourself as if this were your home.  All we ask is that you are mindful of other guests and tenants when entering and exiting the home.   No smoking on the property, both inside and outside. No candles. No pets.",
20392589,"One bedroom apartment Woodhaven, Queens NY.",33984147701,verified,Jason C,Queens,Woodhaven,40.6959,-73.84868,United States,US,True,moderate,Entire home/apt,2010.0,"$1,037 ",$207 ,7.0,3.0,6/18/2019,1.0,4.0,1.0,2.0,,
